#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>Mmm10 total hip replacement + antibiotics</b> — list the key points for: <i>Step 7 — Address the Penicillin Allergy Explicitly</i>	<ul><li>Standard ABP = <b>Amoxicillin 2g orally, 1 hour before procedure</b></li><li>Penicillin allergy (rash) → <b>Amoxicillin is contraindicated</b> (cross-reactivity risk)</li><li>Alternative if ABP is ultimately required</li><li><b>Clindamycin 600mg</b> orally, 1 hour before — or per surgeon's direction</li><li>Ensure the surgeon is aware of the allergy when prescribing</li></ul>	NDECC_SJ::Mmm10_total_hip_replacement_antibiotics NDECC_SJ
<b>Mmm10 total hip replacement + antibiotics</b> — for each <i>Detail</i>, give the corresponding <i>Information</i>.	<ul><li><b><b>Age</b></b> → 68 years old</li><li><b><b>Procedure</b></b> → Simple extraction (invasive, bleeding-involved)</li><li><b><b>Medical History</b></b> → Rheumatoid arthritis (autoimmune, joint-involved)</li><li><b><b>Surgical History</b></b> → Total right hip replacement — <b>4 years ago</b></li><li><b><b>Drug Allergy</b></b> → Penicillin → rash</li><li><b><b>Patient's Request</b></b> → "My orthopedic surgeon told me to always take antibiotics before any dental procedure where there might be bleeding"</li></ul>	NDECC_SJ::Mmm10_total_hip_replacement_antibiotics NDECC_SJ
<b>Mmm10 total hip replacement + antibiotics</b> — for each <i>Possibility</i>, give the corresponding <i>Meaning</i>.	<ul><li><b><b>Surgeon unfamiliar with consensus statement</b></b> → Evidence has evolved; surgeon may not be updated</li><li><b><b>Special patient-specific considerations</b></b> → Surgeon is aware of something about this patient's medical complexity that you as the dentist are not</li></ul>	NDECC_SJ::Mmm10_total_hip_replacement_antibiotics NDECC_SJ
<b>mmm10 AI scribe</b> — would the following be appropriate, or a critical error?<br><br><i>“Refusing or dismissing the practice manager's suggestion — <b>wrong approach</b>”</i>	<b>Critical error / Avoid this.</b><br><br>Refusing or dismissing the practice manager's suggestion — <b>wrong approach</b>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — would the following be appropriate, or a critical error?<br><br><i>“Accepting AI scribe without mentioning consent, PIPEDA, or RCDSO oversight”</i>	<b>Critical error / Avoid this.</b><br><br>Accepting AI scribe without mentioning consent, PIPEDA, or RCDSO oversight	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — would the following be appropriate, or a critical error?<br><br><i>“Stating that AI removes the dentist's responsibility for records”</i>	<b>Critical error / Avoid this.</b><br><br>Stating that AI removes the dentist's responsibility for records	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — list the key points for: <i>Advantages of AI Scribe</i>	<ul><li>Assists with documentation, reducing cognitive load on the clinician</li><li>Saves time and improves workflow efficiency</li><li>Reduces human transcription errors (e.g., illegible handwriting)</li><li>Allows better patient rapport and eye contact during consultation</li><li>Standardizes note structure across appointments</li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — list the key points for: <i>2. Informed Patient Consent ⭐ <i>Mandatory Before Use</i></i>	<ul><li>Your office's intake/new patient forms must clearly state that AI tools are used for documentation</li><li>RCDSO currently recommends <b>written, signed consent</b> — not merely verbal</li><li>The consent form must explain: what the AI does, what data is collected, how it is protected, and patient risks</li><li>This verbal confirmation is <b>captured by the scribe</b> and becomes part of the SOAP/progress note</li><li>Only mentally competent patients may provide consent</li><li>Patients have the right to <b>refuse, withdraw, or modify</b> consent at any time</li><li>Refusal must <b>not affect quality of care</b></li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — list the key points for: <i>3. Data Security & Risk Management</i>	<ul><li>Vendor holds <b>proper certification</b> for healthcare data software</li><li><b>Secure integration</b> with your existing practice management software (e.g., Dentrix, Tracker) — no risk of data loss or system crash</li><li>No secondary data use, data monetization, or AI model training using <b>patient data without explicit consent</b></li><li>Clear policies for <b>data retention and destruction</b></li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — list the key points for: <i>5. Dentist Remains Ultimately Responsible ⭐ <i>Critical Exam Point</i></i>	<ul><li>The dentist must <b>proofread every AI-generated note</b> before finalizing</li><li>AI can mishear or misinterpret (e.g., "Type 1 diabetes" transcribed as "Type 2 diabetes")</li><li>Any error in the record remains the <b>dentist's legal and professional responsibility</b></li><li>AI-generated notes are a <b>starting point</b>, not a final record</li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — list the key points for: <i>7. Pilot Testing (Recommended Best Practice)</i>	<ul><li>Run a <b>controlled pilot</b> (e.g., select appointment blocks, limited patient group)</li><li>Evaluate accuracy, workflow fit, patient reception, and integration stability</li><li>Adjust protocols before full rollout</li><li>This mitigates risk and allows iterative improvement</li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — for each <i>Note Section</i>, give the corresponding <i>Content</i>.	<ul><li><b><b>Opening line</b></b> → Patient name + confirmation of verbal consent to use AI scribe</li><li><b><b>Subjective</b></b> → Chief complaint, medical history, patient-reported symptoms</li><li><b><b>Objective</b></b> → Clinical findings, vitals, radiographic findings</li><li><b><b>Assessment</b></b> → Diagnosis</li><li><b><b>Plan</b></b> → Treatment rendered + future plan</li><li><b><b>Consent notation</b></b> → "Patient provided verbal/written consent to use AI scribe during this appointment"</li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
<b>mmm10 AI scribe</b> — for each <i>Letter</i>, give the corresponding <i>Key Point</i>.	<ul><li><b><b>P</b></b> → <b>P</b>IPEDA/PHIPA compliance</li><li><b><b>C</b></b> → <b>C</b>onsent — written + verbal + documented</li><li><b><b>D</b></b> → <b>D</b>ata security & vendor vetting</li><li><b><b>R</b></b> → <b>R</b>CDSO regulatory approval</li><li><b><b>R</b></b> → <b>R</b>esponsibility remains with the dentist</li><li><b><b>S</b></b> → <b>S</b>taff training</li></ul>	NDECC_SJ::mmm10_AI_scribe NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>mmm10 ortho referral discrepancy</b>	A 13-year-old patient is referred by an orthodontist for extraction of all four first premolars (teeth <b>14, 24, 34, 44</b>) to relieve crowding and improve occlusion. During your clinical exam and radiographic review, you discover that: - <b>Tooth 44</b> (lower right first premolar) is <b>congenitally missing</b> - <b>Tooth 85</b> (retained lower right primary second molar) is <b>still present in its place</b> - The orthodontist's referral slip lists <b>14, 24, 34, 44</b> — with <b>no mention</b> of the retained deciduous tooth or the missing premolar  This is a <b>clinical judgment station</b> testing your ability to pause, identify a discrepancy, and handle an interprofessional situation safely without causing irreversible harm.  > ⚠️ Critical error: Proceeding blindly with all four extractions as written on the referral slip = irreversible harm. Telling the patient to seek a second…	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — list the key points for: <i>Step 2 — Take a Step Back (Do Not Proceed)</i>	<ul><li>Extraction is an <b>irreversible procedure</b> — once done, it cannot be undone</li><li>You cannot assume the referral is correct, nor can you assume it is wrong — you simply do not have enough information</li><li>There are <b>two equally plausible possibilities</b>: 1. The orthodontist was <b>unaware</b> of the congenitally missing 44 and retained 85 — the referral is an oversight 2. The orthodontist <b>intentionally</b> still wa…</li><li>Since either is possible, your <b>due diligence requires direct clarification</b> before proceeding</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — list the key points for: <i>Step 3 — Communicate with the Patient (and Parent)</i>	<ul><li>Inform them that during your clinical and radiographic exam, you have identified a finding that was <b>not noted on the referral</b></li><li>Explain that one permanent tooth in the lower right area is <b>congenitally absent</b> — it never formed — and in its place, a <b>baby tooth is still present</b></li><li>Clarify that because <b>extraction is permanent and irreversible</b>, you want to make absolutely certain you are following the correct and intended treatment plan</li><li>Reassure them: <i>"This is not an emergency — by taking this extra step of confirming with the orthodontist, I am protecting your child's treatment outcome"</i></li><li>Explain that the extraction will be <b>deferred</b> until you receive guidance from the orthodontist</li><li>Invite the patient and parent to ask any questions and address them with the rationale for deferral [lecture notes]</li><li>Suggest the orthodontist made an error — keep language neutral and objective</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — list the key points for: <i>Step 4 — Contact the Orthodontist Directly</i>	<ul><li>You have seen the patient referred for extraction of 14, 24, 34, 44</li><li>On clinical exam and radiographic review, you note that tooth <b>44 is congenitally missing</b> and tooth <b>85 is retained</b></li><li>The referral slip does not address this finding</li><li>You are reaching out to <b>clarify the intended treatment plan</b> before proceeding</li><li>Option A: <i>"Yes, I was aware — still extract all four first premolars and disregard the retained 85"</i> → You may now proceed, with this confirmed verbally and in writing</li><li>Option B: <i>"I was not aware — I actually want the retained 85 extracted instead of (or in addition to) the first premolar extraction"</i> → Revised treatment plan is issued</li><li>Either way, you need <b>written or documented confirmation</b> before touching any tooth</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — list the key points for: <i>Step 5 — Patient Education (Supporting Information)</i>	<ul><li>Explain the <b>difference in size between primary and permanent teeth</b> — a retained deciduous molar is smaller and has a different root structure than the permanent premolar it is substituting</li><li>Explain why <b>occlusion matters</b> — the bite created between opposing permanent teeth on one side versus a permanent and deciduous tooth on the other side will differ, which can impact orthodontic outcomes</li><li>Explain the <b>goal of the extractions</b>: creating space to relieve crowding and allow proper alignment of remaining teeth</li><li>Reassure them that <b>congenitally missing teeth</b> are a known variation and that orthodontic treatment plans can and do account for this — this is manageable once properly planned</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — list the key points for: <i>Step 6 — Documentation</i>	<ul><li>Clinical and radiographic findings (congenitally missing 44, retained 85)</li><li>The discrepancy identified between referral instructions and clinical findings</li><li>Your decision to <b>defer extraction</b> and the rationale</li><li>The conversation held with the patient/parent</li><li>The communication initiated with the referring orthodontist</li><li>The response received from the orthodontist and the revised plan of action</li><li>Date and time of all communications</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — for each <i>What the Referral Says</i>, give the corresponding <i>What Clinical Exam Reveals</i>.	<ul><li><b>Extract 14, 24, 34, <b>44</b></b> → Tooth <b>44 is congenitally absent</b></li><li><b>No mention of retained primary teeth</b> → <b>Tooth 85</b> (primary second molar) is still present</li><li><b>Assumes all first premolars are present</b> → The arch is <b>not symmetric</b> — right and left sides are anatomically different</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
<b>mmm10 ortho referral discrepancy</b> — for each <i>Critical Error</i>, give the corresponding <i>Correct Approach</i>.	<ul><li><b>Proceeding with all four extractions <b>without contacting the orthodontist</b></b> → Defer extractions; contact orthodontist for clarification first</li><li><b>Telling the patient the <b>orthodontist made a mistake</b></b> → Neutral, objective language — possible oversight, not confirmed error</li><li><b>Telling the patient to <b>get a second opinion</b> from another dentist</b> → Unnecessary — the solution is simply to clarify with the referrer</li><li><b><b>Not deferring</b> and doing partial extractions without guidance</b> → No treatment until confirmed plan is in place</li><li><b>Failing to <b>explain to the patient</b> why extraction is being deferred</b> → Patient and parent must understand the rationale</li><li><b><b>Not documenting</b> the discrepancy and deferral decision</b> → Full documentation is mandatory [lecture notes]</li></ul>	NDECC_SJ::mmm10_ortho_referral_discrepancy NDECC_SJ
